"Site.Code","Site","Subsite","Sampling.Time","Site.Code.Sampling.Time","Plot.ID","Unique.ID","Old.Species.Name","Sieve.8","Sieve.5.6","Sieve.4","Sieve.2.8","Sieve.2","Sieve.1.4","Sieve.1","Sieve.0.71","Sieve.0.5","Unknown.Size","Bodies","Heads","Total.Abundance.Whole","Total.Abundance.Partials","Molts","Measured.size","Mesured.Size","Mesured.Size.1","Mesured.Size.2","Mesured.Size.3","Mesured.Size.4","Mesured.Size.5","Mesured.Size.6","Mesured.Size.7","Mesured.Size.8","Dry.Mass.g","individuals.SizeCount","DW..g.","Species.Revised","Group.Revised","Subspecies","Species","Subgenus","Genus","Tribe","Subfamily","Family","Superfamily","Subsection","Section","Parvorder","Infraorder","Suborder","Order","Superorder","Infraclass","Subclass","Class","Superclass","Subphylum","Phylum","Finest.Taxonomic.Resolution","Finest.Taxonomic.Resolution.Level","Valid","Mobility","MobileTaxa","eat.microalgae","eat.macroalgae","eat.seagrass","eat.seagrass.detritus","suspension.feeder","detritivore.deposit.feeder","carnivore.parasite.scavenger","broadcast.spawner.brooder.lays.egg.case","lecithotrophic.planktotrophic.direct.development","northern.range.limit..lat.","southern.range.limit..lat.","mesograzer.trait","Type.Final.Inc.Unknowns"
"FI","FI.A","A",1,"FI.1",15,"FI.A.1.15","Hydrobia sp.",0,0,0,1,0,51,672,714,0,0,0,0,724,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hydrobia.sp.","Gastropod",NA,NA,NA,"Hydrobia",NA,NA,"Hydrobiidae","Truncatelloidea",NA,NA,NA,NA,NA,"Littorinimorpha",NA,NA,"Caenogastropoda","Gastropoda",NA,NA,"Mollusca","Hydrobia","Genus","Include","Mobile","MobileMollusc",1,0,0,1,0,1,0,NA,NA,NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",15,"FI.A.1.15","Idotea balthica",0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idotea.balthica","Isopod",NA,"Idotea.balthica",NA,"Idotea",NA,NA,"Idoteidae",NA,NA,NA,NA,NA,"Valvifera","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Idotea.balthica","Species","Include","Mobile","Crustacean",1,1,1,1,0,1,0,"brooder","direct development",60,-42,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",15,"FI.A.1.15","Jaera albifrons",0,0,0,0,0,4,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jaera.albifrons","Isopod",NA,"Jaera.(Jaera).albifrons","Jaera.(Jaera)","Jaera",NA,NA,"Janiridae","Janiroidea",NA,NA,NA,NA,"Asellota","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Jaera.(Jaera).albifrons","Species","Include","Mobile","Crustacean",1,1,0,0,0,0,0,"brooder","direct development",67,41,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",15,"FI.A.1.15","Mytilus edulis",0,0,24,10,13,18,42,10,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mytilus.edulis","Bivalve",NA,"Mytilus.edulis",NA,"Mytilus",NA,NA,"Mytilidae","Mytiloidea",NA,NA,NA,NA,NA,"Mytilida",NA,NA,"Pteriomorphia","Bivalvia",NA,NA,"Mollusca","Mytilus.edulis","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",15,"FI.A.1.15","Lymnaea peregra",0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Radix.labiata","Gastropod",NA,"Radix.labiata",NA,"Radix",NA,"Amphipepleinae","Lymnaeidae","Lymnaeoidea",NA,NA,NA,NA,NA,"Hygrophila",NA,"Pulmonata","Heterobranchia","Gastropoda",NA,NA,"Mollusca","Radix.labiata","Species","Include","Mobile","MobileMollusc",1,1,0,0,0,0,0,"lays egg case","direct development",NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",15,"FI.A.1.15","Theodoxus fluviatilis",0,0,5,3,2,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Theodoxus.fluviatilis","Gastropod",NA,"Theodoxus.fluviatilis",NA,"Theodoxus",NA,NA,"Neritidae","Neritoidea",NA,NA,NA,NA,NA,"Cycloneritimorpha",NA,NA,"Neritimorpha","Gastropoda",NA,NA,"Mollusca","Theodoxus.fluviatilis","Species","Include","Mobile","MobileMollusc",1,1,0,1,0,1,0,"lays egg case","direct development",59,53,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",16,"FI.A.1.16","Cerastoderma glauca",0,0,2,6,4,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cerastoderma.glaucum","Bivalve",NA,"Cerastoderma.glaucum",NA,"Cerastoderma",NA,"Lymnocardiinae","Cardiidae","Cardioidea",NA,NA,NA,NA,NA,"Cardiida","Imparidentia","Euheterodonta","Heterodonta","Bivalvia",NA,NA,"Mollusca","Cerastoderma.glaucum","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",16,"FI.A.1.16","Gammarus sp.",0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gammarus.sp.","Gammarid",NA,NA,NA,"Gammarus",NA,NA,"Gammaridae","Gammaroidea",NA,NA,"Gammaridira","Gammarida","Senticaudata","Amphipoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Gammarus","Genus","Include","Mobile","Crustacean",1,1,0,NA,0,NA,NA,"brooder","direct development",NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",16,"FI.A.1.16","Hydrobia sp.",0,0,0,0,7,61,680,270,7,0,0,0,748,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hydrobia.sp.","Gastropod",NA,NA,NA,"Hydrobia",NA,NA,"Hydrobiidae","Truncatelloidea",NA,NA,NA,NA,NA,"Littorinimorpha",NA,NA,"Caenogastropoda","Gastropoda",NA,NA,"Mollusca","Hydrobia","Genus","Include","Mobile","MobileMollusc",1,0,0,1,0,1,0,NA,NA,NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",16,"FI.A.1.16","Idotea chelipes",0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idotea.chelipes","Isopod",NA,"Idotea.chelipes",NA,"Idotea",NA,NA,"Idoteidae",NA,NA,NA,NA,NA,"Valvifera","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Idotea.chelipes","Species","Include","Mobile","Crustacean",1,1,1,1,0,1,1,"brooder","direct development",60,49,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",16,"FI.A.1.16","Jaera albifrons",0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jaera.albifrons","Isopod",NA,"Jaera.(Jaera).albifrons","Jaera.(Jaera)","Jaera",NA,NA,"Janiridae","Janiroidea",NA,NA,NA,NA,"Asellota","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Jaera.(Jaera).albifrons","Species","Include","Mobile","Crustacean",1,1,0,0,0,0,0,"brooder","direct development",67,41,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",16,"FI.A.1.16","Mytilus edulis",0,0,13,5,10,10,6,3,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mytilus.edulis","Bivalve",NA,"Mytilus.edulis",NA,"Mytilus",NA,NA,"Mytilidae","Mytiloidea",NA,NA,NA,NA,NA,"Mytilida",NA,NA,"Pteriomorphia","Bivalvia",NA,NA,"Mollusca","Mytilus.edulis","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",16,"FI.A.1.16","Lymnaea peregra",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Radix.labiata","Gastropod",NA,"Radix.labiata",NA,"Radix",NA,"Amphipepleinae","Lymnaeidae","Lymnaeoidea",NA,NA,NA,NA,NA,"Hygrophila",NA,"Pulmonata","Heterobranchia","Gastropoda",NA,NA,"Mollusca","Radix.labiata","Species","Include","Mobile","MobileMollusc",1,1,0,0,0,0,0,"lays egg case","direct development",NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",16,"FI.A.1.16","Theodoxus fluviatilis",0,0,4,1,2,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Theodoxus.fluviatilis","Gastropod",NA,"Theodoxus.fluviatilis",NA,"Theodoxus",NA,NA,"Neritidae","Neritoidea",NA,NA,NA,NA,NA,"Cycloneritimorpha",NA,NA,"Neritimorpha","Gastropoda",NA,NA,"Mollusca","Theodoxus.fluviatilis","Species","Include","Mobile","MobileMollusc",1,1,0,1,0,1,0,"lays egg case","direct development",59,53,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",17,"FI.A.1.17","Cerastoderma glauca",0,0,2,2,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cerastoderma.glaucum","Bivalve",NA,"Cerastoderma.glaucum",NA,"Cerastoderma",NA,"Lymnocardiinae","Cardiidae","Cardioidea",NA,NA,NA,NA,NA,"Cardiida","Imparidentia","Euheterodonta","Heterodonta","Bivalvia",NA,NA,"Mollusca","Cerastoderma.glaucum","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",17,"FI.A.1.17","Hydrobia sp.",0,0,0,0,5,34,121,162,35,0,0,0,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hydrobia.sp.","Gastropod",NA,NA,NA,"Hydrobia",NA,NA,"Hydrobiidae","Truncatelloidea",NA,NA,NA,NA,NA,"Littorinimorpha",NA,NA,"Caenogastropoda","Gastropoda",NA,NA,"Mollusca","Hydrobia","Genus","Include","Mobile","MobileMollusc",1,0,0,1,0,1,0,NA,NA,NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",17,"FI.A.1.17","Idotea balthica",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idotea.balthica","Isopod",NA,"Idotea.balthica",NA,"Idotea",NA,NA,"Idoteidae",NA,NA,NA,NA,NA,"Valvifera","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Idotea.balthica","Species","Include","Mobile","Crustacean",1,1,1,1,0,1,0,"brooder","direct development",60,-42,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",17,"FI.A.1.17","Idotea chelipes",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idotea.chelipes","Isopod",NA,"Idotea.chelipes",NA,"Idotea",NA,NA,"Idoteidae",NA,NA,NA,NA,NA,"Valvifera","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Idotea.chelipes","Species","Include","Mobile","Crustacean",1,1,1,1,0,1,1,"brooder","direct development",60,49,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",17,"FI.A.1.17","Mytilus edulis",0,0,3,10,12,12,0,10,3,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mytilus.edulis","Bivalve",NA,"Mytilus.edulis",NA,"Mytilus",NA,NA,"Mytilidae","Mytiloidea",NA,NA,NA,NA,NA,"Mytilida",NA,NA,"Pteriomorphia","Bivalvia",NA,NA,"Mollusca","Mytilus.edulis","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",17,"FI.A.1.17","Lymnaea peregra",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Radix.labiata","Gastropod",NA,"Radix.labiata",NA,"Radix",NA,"Amphipepleinae","Lymnaeidae","Lymnaeoidea",NA,NA,NA,NA,NA,"Hygrophila",NA,"Pulmonata","Heterobranchia","Gastropoda",NA,NA,"Mollusca","Radix.labiata","Species","Include","Mobile","MobileMollusc",1,1,0,0,0,0,0,"lays egg case","direct development",NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",17,"FI.A.1.17","Theodoxus fluviatilis",0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Theodoxus.fluviatilis","Gastropod",NA,"Theodoxus.fluviatilis",NA,"Theodoxus",NA,NA,"Neritidae","Neritoidea",NA,NA,NA,NA,NA,"Cycloneritimorpha",NA,NA,"Neritimorpha","Gastropoda",NA,NA,"Mollusca","Theodoxus.fluviatilis","Species","Include","Mobile","MobileMollusc",1,1,0,1,0,1,0,"lays egg case","direct development",59,53,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",18,"FI.A.1.18","Cerastoderma glauca",0,0,7,12,12,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cerastoderma.glaucum","Bivalve",NA,"Cerastoderma.glaucum",NA,"Cerastoderma",NA,"Lymnocardiinae","Cardiidae","Cardioidea",NA,NA,NA,NA,NA,"Cardiida","Imparidentia","Euheterodonta","Heterodonta","Bivalvia",NA,NA,"Mollusca","Cerastoderma.glaucum","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",18,"FI.A.1.18","Hydrobia sp.",0,0,0,0,11,117,418,214,83,0,0,0,546,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hydrobia.sp.","Gastropod",NA,NA,NA,"Hydrobia",NA,NA,"Hydrobiidae","Truncatelloidea",NA,NA,NA,NA,NA,"Littorinimorpha",NA,NA,"Caenogastropoda","Gastropoda",NA,NA,"Mollusca","Hydrobia","Genus","Include","Mobile","MobileMollusc",1,0,0,1,0,1,0,NA,NA,NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",18,"FI.A.1.18","Idotea balthica",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idotea.balthica","Isopod",NA,"Idotea.balthica",NA,"Idotea",NA,NA,"Idoteidae",NA,NA,NA,NA,NA,"Valvifera","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Idotea.balthica","Species","Include","Mobile","Crustacean",1,1,1,1,0,1,0,"brooder","direct development",60,-42,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",18,"FI.A.1.18","Idotea chelipes",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idotea.chelipes","Isopod",NA,"Idotea.chelipes",NA,"Idotea",NA,NA,"Idoteidae",NA,NA,NA,NA,NA,"Valvifera","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Idotea.chelipes","Species","Include","Mobile","Crustacean",1,1,1,1,0,1,1,"brooder","direct development",60,49,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",18,"FI.A.1.18","Mytilus edulis",0,0,25,17,22,24,98,28,2,0,0,0,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mytilus.edulis","Bivalve",NA,"Mytilus.edulis",NA,"Mytilus",NA,NA,"Mytilidae","Mytiloidea",NA,NA,NA,NA,NA,"Mytilida",NA,NA,"Pteriomorphia","Bivalvia",NA,NA,"Mollusca","Mytilus.edulis","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",18,"FI.A.1.18","Lymnaea peregra",0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Radix.labiata","Gastropod",NA,"Radix.labiata",NA,"Radix",NA,"Amphipepleinae","Lymnaeidae","Lymnaeoidea",NA,NA,NA,NA,NA,"Hygrophila",NA,"Pulmonata","Heterobranchia","Gastropoda",NA,NA,"Mollusca","Radix.labiata","Species","Include","Mobile","MobileMollusc",1,1,0,0,0,0,0,"lays egg case","direct development",NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",18,"FI.A.1.18","Theodoxus fluviatilis",0,0,1,5,4,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Theodoxus.fluviatilis","Gastropod",NA,"Theodoxus.fluviatilis",NA,"Theodoxus",NA,NA,"Neritidae","Neritoidea",NA,NA,NA,NA,NA,"Cycloneritimorpha",NA,NA,"Neritimorpha","Gastropoda",NA,NA,"Mollusca","Theodoxus.fluviatilis","Species","Include","Mobile","MobileMollusc",1,1,0,1,0,1,0,"lays egg case","direct development",59,53,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",19,"FI.A.1.19","Cerastoderma glauca",0,0,2,5,4,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cerastoderma.glaucum","Bivalve",NA,"Cerastoderma.glaucum",NA,"Cerastoderma",NA,"Lymnocardiinae","Cardiidae","Cardioidea",NA,NA,NA,NA,NA,"Cardiida","Imparidentia","Euheterodonta","Heterodonta","Bivalvia",NA,NA,"Mollusca","Cerastoderma.glaucum","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",19,"FI.A.1.19","Hydrobia sp.",0,0,0,0,14,46,1855,837,46,0,0,0,1915,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hydrobia.sp.","Gastropod",NA,NA,NA,"Hydrobia",NA,NA,"Hydrobiidae","Truncatelloidea",NA,NA,NA,NA,NA,"Littorinimorpha",NA,NA,"Caenogastropoda","Gastropoda",NA,NA,"Mollusca","Hydrobia","Genus","Include","Mobile","MobileMollusc",1,0,0,1,0,1,0,NA,NA,NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",19,"FI.A.1.19","Idotea chelipes",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idotea.chelipes","Isopod",NA,"Idotea.chelipes",NA,"Idotea",NA,NA,"Idoteidae",NA,NA,NA,NA,NA,"Valvifera","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Idotea.chelipes","Species","Include","Mobile","Crustacean",1,1,1,1,0,1,1,"brooder","direct development",60,49,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",19,"FI.A.1.19","Mytilus edulis",0,0,10,5,1,2,36,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mytilus.edulis","Bivalve",NA,"Mytilus.edulis",NA,"Mytilus",NA,NA,"Mytilidae","Mytiloidea",NA,NA,NA,NA,NA,"Mytilida",NA,NA,"Pteriomorphia","Bivalvia",NA,NA,"Mollusca","Mytilus.edulis","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",19,"FI.A.1.19","Lymnaea peregra",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Radix.labiata","Gastropod",NA,"Radix.labiata",NA,"Radix",NA,"Amphipepleinae","Lymnaeidae","Lymnaeoidea",NA,NA,NA,NA,NA,"Hygrophila",NA,"Pulmonata","Heterobranchia","Gastropoda",NA,NA,"Mollusca","Radix.labiata","Species","Include","Mobile","MobileMollusc",1,1,0,0,0,0,0,"lays egg case","direct development",NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",19,"FI.A.1.19","Theodoxus fluviatilis",0,0,2,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Theodoxus.fluviatilis","Gastropod",NA,"Theodoxus.fluviatilis",NA,"Theodoxus",NA,NA,"Neritidae","Neritoidea",NA,NA,NA,NA,NA,"Cycloneritimorpha",NA,NA,"Neritimorpha","Gastropoda",NA,NA,"Mollusca","Theodoxus.fluviatilis","Species","Include","Mobile","MobileMollusc",1,1,0,1,0,1,0,"lays egg case","direct development",59,53,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",20,"FI.A.1.20","Cerastoderma glauca",0,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cerastoderma.glaucum","Bivalve",NA,"Cerastoderma.glaucum",NA,"Cerastoderma",NA,"Lymnocardiinae","Cardiidae","Cardioidea",NA,NA,NA,NA,NA,"Cardiida","Imparidentia","Euheterodonta","Heterodonta","Bivalvia",NA,NA,"Mollusca","Cerastoderma.glaucum","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.A","A",1,"FI.1",20,"FI.A.1.20","Chironomidae",0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chironomidae","Insect",NA,NA,NA,NA,NA,NA,"Chironomidae",NA,NA,NA,NA,"Culicomorpha","Nematocera","Diptera",NA,NA,"Pterygota","Insecta",NA,"Hexapoda","Arthropoda","Chironomidae","Family","Include","Mobile","Insect",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"Mesograzer"
"FI","FI.A","A",1,"FI.1",20,"FI.A.1.20","Gammarus sp.",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gammarus.sp.","Gammarid",NA,NA,NA,"Gammarus",NA,NA,"Gammaridae","Gammaroidea",NA,NA,"Gammaridira","Gammarida","Senticaudata","Amphipoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Gammarus","Genus","Include","Mobile","Crustacean",1,1,0,NA,0,NA,NA,"brooder","direct development",NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",20,"FI.A.1.20","Hydrobia sp.",0,0,0,0,3,6,42,160,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hydrobia.sp.","Gastropod",NA,NA,NA,"Hydrobia",NA,NA,"Hydrobiidae","Truncatelloidea",NA,NA,NA,NA,NA,"Littorinimorpha",NA,NA,"Caenogastropoda","Gastropoda",NA,NA,"Mollusca","Hydrobia","Genus","Include","Mobile","MobileMollusc",1,0,0,1,0,1,0,NA,NA,NA,NA,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",20,"FI.A.1.20","Jaera albifrons",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jaera.albifrons","Isopod",NA,"Jaera.(Jaera).albifrons","Jaera.(Jaera)","Jaera",NA,NA,"Janiridae","Janiroidea",NA,NA,NA,NA,"Asellota","Isopoda","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Jaera.(Jaera).albifrons","Species","Include","Mobile","Crustacean",1,1,0,0,0,0,0,"brooder","direct development",67,41,1,"Mesograzer"
"FI","FI.A","A",1,"FI.1",20,"FI.A.1.20","Theodoxus fluviatilis",0,0,2,2,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Theodoxus.fluviatilis","Gastropod",NA,"Theodoxus.fluviatilis",NA,"Theodoxus",NA,NA,"Neritidae","Neritoidea",NA,NA,NA,NA,NA,"Cycloneritimorpha",NA,NA,"Neritimorpha","Gastropoda",NA,NA,"Mollusca","Theodoxus.fluviatilis","Species","Include","Mobile","MobileMollusc",1,1,0,1,0,1,0,"lays egg case","direct development",59,53,1,"Mesograzer"
"FI","FI.B","B",1,"FI.1",1,"FI.B.1.1","Balanus improvisus",0,0,0,0,1,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amphibalanus.improvisus","Barnacle",NA,"Amphibalanus.improvisus",NA,"Amphibalanus",NA,"Amphibalaninae","Balanidae","Balanoidea",NA,NA,NA,NA,"Balanomorpha","Sessilia","Thoracica","Cirripedia","Thecostraca",NA,"Multicrustacea","Crustacea","Arthropoda","Amphibalanus.improvisus","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.B","B",1,"FI.1",1,"FI.B.1.1","Cerastoderma glauca",0,0,0,0,0,7,4,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cerastoderma.glaucum","Bivalve",NA,"Cerastoderma.glaucum",NA,"Cerastoderma",NA,"Lymnocardiinae","Cardiidae","Cardioidea",NA,NA,NA,NA,NA,"Cardiida","Imparidentia","Euheterodonta","Heterodonta","Bivalvia",NA,NA,"Mollusca","Cerastoderma.glaucum","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
"FI","FI.B","B",1,"FI.1",1,"FI.B.1.1","Hydrobia sp.",0,0,0,0,0,0,13,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hydrobia.sp.","Gastropod",NA,NA,NA,"Hydrobia",NA,NA,"Hydrobiidae","Truncatelloidea",NA,NA,NA,NA,NA,"Littorinimorpha",NA,NA,"Caenogastropoda","Gastropoda",NA,NA,"Mollusca","Hydrobia","Genus","Include","Mobile","MobileMollusc",1,0,0,1,0,1,0,NA,NA,NA,NA,1,"Mesograzer"
"FI","FI.B","B",1,"FI.1",1,"FI.B.1.1","Mysis mixta",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mysis.mixta","Mysid",NA,"Mysis.mixta",NA,"Mysis",NA,"Mysinae","Mysidae",NA,NA,NA,NA,NA,NA,"Mysida","Peracarida",NA,"Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Mysis.mixta","Species","Exclude","Mobile",NA,0,0,0,0,1,0,0,NA,NA,78,40,0,"FALSE"
"FI","FI.B","B",1,"FI.1",1,"FI.B.1.1","Mytilus edulis",0,0,0,2,1,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mytilus.edulis","Bivalve",NA,"Mytilus.edulis",NA,"Mytilus",NA,NA,"Mytilidae","Mytiloidea",NA,NA,NA,NA,NA,"Mytilida",NA,NA,"Pteriomorphia","Bivalvia",NA,NA,"Mollusca","Mytilus.edulis","Species","Include","Sessile",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"FALSE"
