X,Site.Code,Site,Subsite,Sampling.Time,Plot.ID,Unique.ID,Ocean,Coast,Latitude,Longitude,Temperature.C,Salinity.ppt,Mean.Fetch,PopDens2,GenotypicRichness,AllelicRichness,Leaf.PercN,Leaf.PercC,Shoots.Zmarina.per.m2,Mean.Sheath.Width.cm.,Mean.Shealth.Length.cm.,Mean.Longest.Leaft.Length.cm.,Mean.Above.Zmarina.g,Mean.Below.Zmarina.g,total.macrophytes.g,Gastropoda.mesograzer.plot.abund,Gastropoda.mesograzer.plot.abund.std.g,Gastropoda.mesograzer.plot.biomass.mg,Gastropoda.mesograzer.plot.biomass.std.mg.g,Gastropoda.mesograzer.plot.richness,Insecta.mesograzer.plot.abund,Insecta.mesograzer.plot.abund.std.g,Insecta.mesograzer.plot.biomass.mg,Insecta.mesograzer.plot.biomass.std.mg.g,Insecta.mesograzer.plot.richness,Malacostraca.mesograzer.plot.abund,Malacostraca.mesograzer.plot.abund.std.g,Malacostraca.mesograzer.plot.biomass.mg,Malacostraca.mesograzer.plot.biomass.std.mg.g,Malacostraca.mesograzer.plot.richness,Polychaeta.mesograzer.plot.abund,Polychaeta.mesograzer.plot.abund.std.g,Polychaeta.mesograzer.plot.biomass.mg,Polychaeta.mesograzer.plot.biomass.std.mg.g,Polychaeta.mesograzer.plot.richness,Polyplacophora.mesograzer.plot.abund,Polyplacophora.mesograzer.plot.abund.std.g,Polyplacophora.mesograzer.plot.biomass.mg,Polyplacophora.mesograzer.plot.biomass.std.mg.g,Polyplacophora.mesograzer.plot.richness,mesograzer.total.plot.abund,mesograzer.total.plot.biomass.mg,mesograzer.total.plot.richness,mesograzer.total.plot.abund.std.g,mesograzer.total.plot.biomass.std.mg.g,Gastropoda.mesograzer.site.richness,Insecta.mesograzer.site.richness,Malacostraca.mesograzer.site.richness,Polychaeta.mesograzer.site.richness,Polyplacophora.mesograzer.site.richness,mesograzer.total.site.richness,epifauna.total.plot.abund,epifauna.total.plot.biomass.mg,epifauna.total.plot.abund.std.g,epifauna.total.plot.biomass.std.mg.g,Zostera.production,epibiota.filter,epibiota.zostera.marina,periphyton.mass.per.g.zostera
289,JN,JN.A,A,1,9,JN.A.1.9,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.220989704,36.20349503,127.3236567,0.86,34.86,154.54,120,50.5,5.107,0,0,0,0,0,0,0,0,0,0,123,24.0845897787351,309.164,60.5373017427061,1,0,0,0,0,0,0,0,0,0,0,123,309.164,1,24.0845897787351,60.5373017427061,0,0,11,0,0,11,132,309.164,25.8468768357157,60.5373017427061,4438.502672562,2.627476,4.67,0.5626286937901499
290,JN,JN.A,A,1,10,JN.A.1.10,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.386423826,36.5561142,159.1545709,0.79,30.48,144.54,108,24,2.754,0,0,0,0,0,0,0,0,0,0,118,42.8467683369644,304.3427,110.509331880901,1,0,0,0,0,0,0,0,0,0,0,118,304.3427,1,42.8467683369644,110.509331880901,0,0,11,0,0,11,118,304.3427,42.8467683369644,110.509331880901,4851.031321032,2.146794,4.437,0.48383908045977003
291,JN,JN.A,A,1,11,JN.A.1.11,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.599758863,36.37539673,127.3236567,0.85,32.68,133.38,106.5,46,3.355,0,0,0,0,0,0,0,0,0,0,76,22.6527570789866,121.1026,36.0961549925484,1,0,0,0,0,0,0,0,0,0,0,76,121.1026,1,22.6527570789866,36.0961549925484,0,0,11,0,0,11,77,121.1026,22.9508196721311,36.0961549925484,4160.937100956,2.689246,6.499,0.4137938144329897
292,JN,JN.A,A,1,12,JN.A.1.12,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.303274632,35.8260498,127.3236567,0.76,29.54,141.46,113,36.5,0.926,0,0,0,0,0,0,0,0,0,0,23,24.8380129589633,123.3263,133.181749460043,1,0,0,0,0,0,0,0,0,0,0,23,123.3263,1,24.8380129589633,133.181749460043,0,0,11,0,0,11,23,123.3263,24.8380129589633,133.181749460043,3761.140818918,2.34688,4.362,0.5380284273269142
293,JN,JN.A,A,1,13,JN.A.1.13,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.929812193,36.59496307,127.3236567,0.87,29.82,110.54,179,79.5,1.832,0,0,0,0,0,0,0,0,0,0,41,22.3799126637555,75.8244,41.388864628821,1,0,0,0,0,0,0,0,0,0,0,41,75.8244,1,22.3799126637555,41.388864628821,0,0,11,0,0,11,47,75.8244,25.6550218340611,41.388864628821,3796.791442794,6.52347,4.853,1.3442138883165053
294,JN,JN.A,A,1,14,JN.A.1.14,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.717594862,36.99695969,127.3236567,0.81,32.6,125.06,189.5,65,4.431,0,0,0,0,0,0,0,0,0,0,65,14.6693748589483,165.6078,37.3748138117806,1,0,0,0,0,0,0,0,0,0,0,65,165.6078,1,14.6693748589483,37.3748138117806,0,0,11,0,0,11,67,165.6078,15.1207402392237,37.3748138117806,4150.75120842,1.663935,4.586,0.3628292629742695
295,JN,JN.A,A,1,15,JN.A.1.15,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.457496166,36.4380722,127.3236567,0.75,35.5,148.5,120.5,44.5,2.362,0,0,0,0,0,0,0,0,0,0,5,2.11685012701101,61.1927,25.9071549534293,1,0,0,0,0,0,0,0,0,0,0,5,61.1927,1,2.11685012701101,25.9071549534293,0,0,11,0,0,11,5,61.1927,2.11685012701101,25.9071549534293,4519.98981285,2.96075,3.991,0.74185667752443
296,JN,JN.A,A,1,16,JN.A.1.16,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.553527594,37.63254929,127.3236567,0.83,32.56,119.24,140,60,6.433,0,0,0,0,0,0,0,0,0,0,102,15.8557438209234,331.6839,51.5597543914192,1,0,0,0,0,0,0,0,0,0,0,102,331.6839,1,15.8557438209234,51.5597543914192,0,0,11,0,0,11,105,331.6839,16.3220892274211,51.5597543914192,4145.658262152,3.1383,4.369,0.7183108262760358
297,JN,JN.A,A,1,17,JN.A.1.17,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.484502077,36.38194656,159.1545709,0.82,28.9,103,140,68.5,3.31,0,0,0,0,0,0,0,0,0,0,122,36.8580060422961,285.6955,86.3128398791541,1,0,0,0,0,0,0,0,0,0,0,122,285.6955,1,36.8580060422961,86.3128398791541,0,0,11,0,0,11,124,285.6955,37.4622356495468,86.3128398791541,4599.56709901,0.662784,3.289,0.2015153542110064
298,JN,JN.A,A,1,18,JN.A.1.18,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,3.115299702,37.30781174,127.3236567,0.75,34.7,140.08,168,62,3.137,0,0,0,0,0,0,0,0,0,0,101,32.1963659547338,102.2115,32.5825629582404,1,0,0,0,0,0,0,0,0,0,0,101,102.2115,1,32.1963659547338,32.5825629582404,0,0,11,0,0,11,117,106.3937,37.2967803634045,33.9157475294868,4418.13088749,2.241024,4.233,0.529417434443657
299,JN,JN.A,A,1,19,JN.A.1.19,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.536492825,36.60344315,95.49274255,0.74,28.36,145.08,234,74,2.544,0,0,0,0,0,0,0,0,0,0,18,7.07547169811321,20.0092,7.86525157232704,1,0,0,0,0,0,0,0,0,0,0,18,20.0092,1,7.07547169811321,7.86525157232704,0,0,11,0,0,11,20,59.1274,7.86163522012579,23.2419025157233,2708.174178718,4.973208,4.027,1.234965979637447
300,JN,JN.A,A,1,20,JN.A.1.20,Pacific,West Pacific,43.021167,144.903217,21,26,2.24875,5,1,6.58,2.099382877,36.39024353,95.49274255,0.72,30.94,151.1,260.5,93.5,4.12,0,0,0,0,0,0,0,0,0,0,161,39.0776699029126,317.7725,77.1292475728155,1,0,0,0,0,0,0,0,0,0,0,161,317.7725,1,39.0776699029126,77.1292475728155,0,0,11,0,0,11,170,317.7725,41.2621359223301,77.1292475728155,2954.545454497,0.65286,3.337,0.19564279292777942
301,JN,JN.B,B,1,1,JN.B.1.1,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.433380127,32.67982864,222.8163993,0.97,69.52,248.92,83,54,6.767,45,6.64991872321561,18.8477,2.78523718043446,1,0,0,0,0,0,9,1.32998374464312,5.4161,0.800369439929068,1,0,0,0,0,0,0,0,0,0,0,54,24.2638,2,7.97990246785873,3.58560662036353,3,0,14,0,0,17,54,24.2638,7.97990246785873,3.58560662036353,15490.196079336,1.892336,12.113,0.15622356146289113
302,JN,JN.B,B,1,2,JN.B.1.2,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.290485144,32.93070221,190.9854851,0.95,69.06,233.04,249.5,167,5.421,42,7.74764803541782,15.8148,2.91732152739347,1,0,0,0,0,0,13,2.39808153477218,17.4315,3.21555063641395,1,0,0,0,0,0,0,0,0,0,0,55,33.2463,2,10.14572957019,6.13287216380742,3,0,14,0,0,17,57,38.5807,10.5146651909242,7.11689725142963,13189.457601006,1.0416,7.915,0.13159823120656983
303,JN,JN.B,B,1,3,JN.B.1.3,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.311840773,34.14700699,222.8163993,0.96,73.02,280,86.5,66,9.351,47,5.02620040637365,23.3659,2.49875949096353,1,0,0,0,0,0,23,2.45962998609774,33.7289,3.60698321035183,1,0,0,0,0,0,0,0,0,0,0,70,57.0948,2,7.48583039247139,6.10574270131537,3,0,14,0,0,17,70,57.0948,7.48583039247139,6.10574270131537,16270.053476886,1.84038,12.842,0.14330945335617504
304,JN,JN.B,B,1,4,JN.B.1.4,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.614377022,36.87240219,254.6473135,0.94,71.14,237.62,175.5,59.5,11.363,59,5.19229076828302,36.2116,3.1867992607586,1,0,0,0,0,0,21,1.84810349379565,98.2547,8.64689782627827,1,0,0,0,0,0,0,0,0,0,0,80,134.4663,2,7.04039426207868,11.8336970870369,3,0,14,0,0,17,81,134.4663,7.12839919035466,11.8336970870369,18115.60988239,0.99892,8.307,0.12025039123630672
305,JN,JN.B,B,1,5,JN.B.1.5,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,1.921276808,34.04813385,254.6473135,0.87,67.8,223.08,395,94,7.187,25,3.47850285237234,7.1533,0.995310978155002,1,0,0,0,0,0,9,1.25226102685404,6.9523,0.967343815221928,1,0,0,0,0,0,0,0,0,0,0,34,14.1056,2,4.73076387922638,1.96265479337693,3,0,14,0,0,17,34,14.1056,4.73076387922638,1.96265479337693,17265.0878553,1.7608,8.421,0.20909630685191782
306,JN,JN.B,B,1,6,JN.B.1.6,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.31605649,32.48361206,254.6473135,0.95,75.68,270.66,366,107.5,7.057,47,6.66005384724387,27.151,3.84738557460677,1,0,0,0,0,0,13,1.84214255349299,21.7201,3.07780926739408,1,0,0,0,0,0,0,0,0,0,0,60,48.8711,2,8.50219640073686,6.92519484200085,3,0,14,0,0,17,62,58.7975,8.78560294742809,8.33179821453876,19271.70868568,1.295008,9.872,0.13117990275526742
307,JN,JN.B,B,1,7,JN.B.1.7,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.340611935,34.53026962,254.6473135,0.96,68.4,260.58,388.5,72.5,7.953,28,3.52068401860933,19.0874,2.40002514774299,1,0,0,0,0,0,12,1.508864579404,44.2803,5.56774801961524,1,0,0,0,0,0,0,0,0,0,0,40,63.3677,2,5.02954859801333,7.96777316735823,3,0,14,0,0,17,41,64.2487,5.15528731296366,8.07854897522947,17417.8762434,1.632,10.14,0.16094674556213015
308,JN,JN.B,B,1,8,JN.B.1.8,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.331518412,33.66850281,222.8163993,1,73.66,292.04,385.5,97,3.14,10,3.18471337579618,22.07,7.02866242038217,1,0,0,0,0,0,25,7.96178343949045,18.3701,5.85035031847134,1,0,0,0,0,0,0,0,0,0,0,35,40.4401,2,11.1464968152866,12.8790127388535,3,0,14,0,0,17,35,40.4401,11.1464968152866,12.8790127388535,16412.655972438,1.23312,9.389,0.1313366705719459
309,JN,JN.B,B,1,9,JN.B.1.9,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.351081133,36.914505,159.1545709,1.04,75.32,294.64,249,50.5,12.188,9,0.738431243846406,2.9719,0.243838201509682,1,0,0,0,0,0,11,0.902527075812274,52.2139,4.28404168034132,1,0,0,0,0,0,0,0,0,0,0,20,55.1858,2,1.64095831965868,4.527879881851,3,0,14,0,0,17,23,67.2033,1.88710206760748,5.51389071217591,11987.522280188,1.84756,13.871,0.1331958762886598
310,JN,JN.B,B,1,10,JN.B.1.10,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.838618994,38.10313034,159.1545709,0.98,69.96,264.38,77.5,39,6.655,31,4.65815176558978,16.0718,2.414996243426,1,0,0,0,0,0,20,3.00525920360631,56.6543,8.51304282494365,1,0,0,0,0,0,0,0,0,0,0,51,72.7261,2,7.66341096919609,10.9280390683696,3,0,14,0,0,17,51,72.7261,7.66341096919609,10.9280390683696,11134.453780164,1.2584,12.75,0.09869803921568628
311,JN,JN.B,B,1,11,JN.B.1.11,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.234279394,32.63926697,159.1545709,1,75.86,278.04,268,104,5.28,26,4.92424242424242,10.5148,1.99143939393939,1,0,0,0,0,0,7,1.32575757575758,19.9785,3.78380681818182,1,0,0,0,0,0,0,0,0,0,0,33,30.4933,2,6.25,5.77524621212121,3,0,14,0,0,17,33,30.4933,6.25,5.77524621212121,12073.465748474,1.38496,7.549,0.183462710292754
312,JN,JN.B,B,1,12,JN.B.1.12,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.497507334,32.96170807,127.3236567,0.98,73.8,246.9,161.5,18,6.085,73,11.9967132292523,45.6822,7.5073459326212,1,0,0,0,0,0,9,1.47904683648316,111.9782,18.4023336072309,1,0,0,0,0,0,0,0,0,0,0,82,157.6604,2,13.4757600657354,25.9096795398521,3,0,14,0,0,17,83,159.7515,13.6400986031224,26.2533278553821,9396.48586446,1.18048,7.041,0.16765800312455617
313,JN,JN.B,B,1,13,JN.B.1.13,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.333143234,32.22266769,159.1545709,0.9,64.16,225.34,155.5,146,3.074,38,12.3617436564737,12.0945,3.93445022771633,1,0,0,0,0,0,5,1.62654521795706,11.461,3.72836694860117,1,0,0,0,0,0,0,0,0,0,0,43,23.5555,2,13.9882888744307,7.6628171763175,3,0,14,0,0,17,43,23.5555,13.9882888744307,7.6628171763175,10211.357268944,1.38528,6.12,0.2263529411764706
314,JN,JN.B,B,1,14,JN.B.1.14,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.360546112,32.89237595,190.9854851,0.95,64.42,252.38,107.5,145.5,6.07,61,10.0494233937397,20.4026,3.36121911037891,1,0,0,0,0,0,8,1.31795716639209,6.4119,1.05632619439868,1,0,0,0,0,0,0,0,0,0,0,69,26.8145,2,11.3673805601318,4.41754530477759,3,0,14,0,0,17,70,26.8145,11.5321252059308,4.41754530477759,12303.284950142,1.98405,8.71,0.22778989667049368
315,JN,JN.B,B,1,15,JN.B.1.15,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.789850473,32.64041519,222.8163993,0.93,76.04,247.76,90,115,10.44,128,12.2605363984674,73.7719,7.06627394636015,1,0,0,0,0,0,22,2.10727969348659,56.6136,5.42275862068966,1,0,0,0,0,0,0,0,0,0,0,150,130.3855,2,14.367816091954,12.4890325670498,3,0,14,0,0,17,152,133.3576,14.5593869731801,12.7737164750958,16942.959002772,0.78988,1.769,0.446512153759186
316,JN,JN.B,B,1,16,JN.B.1.16,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.667261839,33.91490173,127.3236567,0.89,67.62,215.8,100,88,7.198,114,15.8377327035288,47.8895,6.6531675465407,1,0,0,0,0,0,17,2.36176715754376,52.5233,7.29692970269519,1,0,0,0,0,0,0,0,0,0,0,131,100.4128,2,18.1994998610725,13.9500972492359,3,0,14,0,0,17,131,100.4128,18.1994998610725,13.9500972492359,8609.625666054,0.662,9.818,0.06742717457730699
317,JN,JN.B,B,1,17,JN.B.1.17,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.709262133,34.29855728,190.9854851,1,75.46,251.58,144,73.5,9.058,32,3.53278869507618,26.6942,2.9470302495032,1,0,0,0,0,0,17,1.87679399425922,52.0097,5.74185250607198,1,0,0,0,0,0,0,0,0,0,0,49,78.7039,2,5.40958268933539,8.68888275557518,3,0,14,0,0,17,49,78.7039,5.40958268933539,8.68888275557518,14411.764705646,1.750375,10.291,0.17008794091924984
318,JN,JN.B,B,1,18,JN.B.1.18,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,2.124400854,34.2163887,159.1545709,0.98,62.96,191.28,135.5,51,11.172,51,4.56498388829216,27.5417,2.46524346580738,1,0,0,0,0,0,19,1.70068027210884,87.9375,7.87124060150376,1,0,0,0,0,0,0,0,0,0,0,70,115.4792,2,6.265664160401,10.3364840673111,3,0,14,0,0,17,72,121.3234,6.44468313641246,10.8595954171142,10020.371783864,0.738144,7.318,0.10086690352555344
319,JN,JN.B,B,1,19,JN.B.1.19,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,1.995712161,32.15778351,190.9854851,0.93,58.32,138.38,181.5,45.5,10.595,31,2.92590844738084,20.3431,1.92006606890042,1,0,0,0,0,0,1,0.0943841434638981,5.8067,0.548060405851817,1,0,0,0,0,0,0,0,0,0,0,32,26.1498,2,3.0202925908447402,2.46812647475224,3,0,14,0,0,17,32,26.1498,3.0202925908447402,2.46812647475224,11138.273491032,0.57768,4.232,0.13650283553875234
320,JN,JN.B,B,1,20,JN.B.1.20,Pacific,West Pacific,43.052222,144.842699,16,30,2.64,5,0.74,3.78,1.760641217,33.78833771,127.3236567,0.97,68.32,296.2,368,79.5,8.413,10,1.18863663378105,3.5131,0.417579935813622,1,0,0,0,0,0,17,2.02068227742779,13.76,1.63556400808273,1,0,0,0,0,0,0,0,0,0,0,27,17.2731,2,3.20931891120884,2.05314394389635,3,0,14,0,0,17,27,17.2731,3.20931891120884,2.05314394389635,8698.752225744,2.69451,14.867,0.1812410035649425
321,JS,JS.A,A,1,1,JS.A.1.1,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.292633414,34.78681183,95.49274255,1,22.175,101.55,500,323.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,0,0,9,0,0,0,0,2117.55156604625,0.03,6.21,0.004830917874396135
322,JS,JS.A,A,1,2,JS.A.1.2,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.514907241,33.99385071,159.1545709,0.9,24.6,99.62,205.5,215.5,2.32,0,0,0,0,0,0,0,0,0,0,3,1.29310344827586,0.6469,0.278836206896552,1,0,0,0,0,0,0,0,0,0,0,3,0.6469,1,1.29310344827586,0.278836206896552,3,0,6,0,0,9,3,0.6469,1.29310344827586,0.278836206896552,3915.20244414,0.07,7.7,0.009090909090909092
323,JS,JS.A,A,1,3,JS.A.1.3,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.613499165,35.29610825,127.3236567,0.99,24.4,102.02,277.5,115.5,3.14,0,0,0,0,0,0,0,0,0,0,14,4.45859872611465,6.2342,1.98541401273885,1,0,0,0,0,0,0,0,0,0,0,14,6.2342,1,4.45859872611465,1.98541401273885,3,0,6,0,0,9,14,6.2342,4.45859872611465,1.98541401273885,3106.69722348,0.06,10.43,0.005752636625119847
324,JS,JS.A,A,1,4,JS.A.1.4,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.484326601,33.80728531,95.49274255,0.9,23.34,100.38,314,184,3.71,1,0.269541778975741,1.0274,0.276927223719677,1,0,0,0,0,0,10,2.69541778975741,8.7022,2.3456064690027,1,0,0,0,0,0,0,0,0,0,0,11,9.7296,2,2.96495956873315,2.62253369272237,3,0,6,0,0,9,14,20.0272,3.77358490566038,5.39816711590297,2228.800611117,0.08,9.07,0.008820286659316428
325,JS,JS.A,A,1,5,JS.A.1.5,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.6574385170000001,34.3856926,95.49274255,0.98,26.64,110.46,256.5,177,4.54,7,1.54185022026432,1.7926,0.394845814977974,1,0,0,0,0,0,4,0.881057268722467,1.6023,0.352929515418502,1,0,0,0,0,0,0,0,0,0,0,11,3.3949,2,2.42290748898678,0.747775330396476,3,0,6,0,0,9,11,3.3949,2.42290748898678,0.747775330396476,2543.926661532,0.05,8.24,0.006067961165048544
326,JS,JS.A,A,1,6,JS.A.1.6,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.848500371,35.48304367,127.3236567,1.05,24.82,112.52,455.5,276.5,5.49,0,0,0,0,0,0,0,0,0,0,1,0.18214936247723101,0.3609,0.0657377049180328,1,0,0,0,0,0,0,0,0,0,0,1,0.3609,1,0.18214936247723101,0.0657377049180328,3,0,6,0,0,9,2,1.2419,0.364298724954463,0.226211293260474,3160.173159294,0.04,7.53,0.005312084993359893
327,JS,JS.A,A,1,7,JS.A.1.7,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.383170724,33.61454773,159.1545709,0.86,18.1,88.74,344,231.5,5.11,0,0,0,0,0,0,0,0,0,0,1,0.195694716242661,0.143,0.0279843444227006,1,0,0,0,0,0,0,0,0,0,0,1,0.143,1,0.195694716242661,0.0279843444227006,3,0,6,0,0,9,2,0.5142,0.391389432485323,0.100626223091977,2880.69773329,0.15,6.17,0.02431118314424635
328,JS,JS.A,A,1,8,JS.A.1.8,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.366173983,34.96996307,63.66182837,0.9,13.46,77.6,374.5,130.5,5.13,2,0.389863547758285,0.3038,0.0592202729044834,1,0,0,0,0,0,6,1.16959064327485,1.2938,0.252202729044834,1,0,0,0,0,0,0,0,0,0,0,8,1.5976,2,1.55945419103314,0.311423001949318,3,0,6,0,0,9,9,1.9688,1.75438596491228,0.383781676413255,856.8882098602,0.08,5.32,0.015037593984962405
329,JS,JS.A,A,1,9,JS.A.1.9,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.564846516,35.12164307,95.49274255,0.96,25.66,104.24,227.5,75.5,4.17,0,0,0,0,0,0,0,0,0,0,3,0.719424460431655,0.6469,0.155131894484412,1,0,0,0,0,0,0,0,0,0,0,3,0.6469,1,0.719424460431655,0.155131894484412,3,0,6,0,0,9,5,2.738,1.19904076738609,0.656594724220623,2450.343773833,0.15,10.25,0.014634146341463414
330,JS,JS.A,A,1,10,JS.A.1.10,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.418902636,34.81173706,127.3236567,0.98,23.92,107.82,411,181,5.58,0,0,0,0,0,0,0,0,0,0,10,1.7921146953405,4.9111,0.880125448028674,1,0,0,0,0,0,0,0,0,0,0,10,4.9111,1,1.7921146953405,0.880125448028674,3,0,6,0,0,9,10,4.9111,1.7921146953405,0.880125448028674,3045.581868264,0.05,7.14,0.0070028011204481795
331,JS,JS.A,A,1,11,JS.A.1.11,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.271656513,35.27973175,127.3236567,0.98,16.96,83.56,342,130.5,2.38,1,0.420168067226891,2.6722,1.1227731092437,1,0,0,0,0,0,10,4.20168067226891,5.7346,2.40949579831933,1,0,0,0,0,0,0,0,0,0,0,11,8.4068,2,4.6218487394958,3.53226890756303,3,0,6,0,0,9,11,8.4068,4.6218487394958,3.53226890756303,2159.409217632,0.06,5.77,0.010398613518197574
332,JS,JS.A,A,1,12,JS.A.1.12,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.388525367,33.30143356,95.49274255,0.97,21.04,99.7,370.5,174.5,3.68,1,0.271739130434783,0.395,0.107336956521739,1,0,0,0,0,0,2,0.543478260869565,0.286,0.0777173913043478,1,0,0,0,0,0,0,0,0,0,0,3,0.681,2,0.815217391304348,0.185054347826087,3,0,6,0,0,9,5,1.9332,1.35869565217391,0.525326086956522,2009.167303252,0,7.2,0
333,JS,JS.A,A,1,13,JS.A.1.13,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.158996701,35.00905609,127.3236567,1.02,22.8,98.48,514,303.5,4.21,0,0,0,0,0,0,0,0,0,0,9,2.13776722090261,4.0271,0.956555819477435,1,0,0,0,0,0,0,0,0,0,0,9,4.0271,1,2.13776722090261,0.956555819477435,3,0,6,0,0,9,9,4.0271,2.13776722090261,0.956555819477435,2902.97937276,0.05,6.98,0.007163323782234957
334,JS,JS.A,A,1,14,JS.A.1.14,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.456766248,34.79356003,127.3236567,0.8875,22.35,100,323.5,247.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,0,0,9,0,0,0,0,2845.6837272450002,0.04,7.07,0.005657708628005658
335,JS,JS.A,A,1,15,JS.A.1.15,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.053469658,34.87420654,159.1545709,0.86,16.96,88.38,551,129,6.1,2,0.327868852459016,0.5469,0.089655737704918,1,0,0,0,0,0,11,1.80327868852459,2.2267,0.365032786885246,1,0,0,0,0,0,0,0,0,0,0,13,2.7736,2,2.13114754098361,0.454688524590164,3,0,6,0,0,9,13,2.7736,2.13114754098361,0.454688524590164,2699.261522464,0.02,5.57,0.0035906642728904844
336,JS,JS.A,A,1,16,JS.A.1.16,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.260052919,33.95779037,95.49274255,0.96,20.28,95.5,432,114,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,NA,NA,NA,NA,1936.592818914,0.01,10.57,9.46073793755913e-4
337,JS,JS.A,A,1,17,JS.A.1.17,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.157039404,33.80723953,95.49274255,0.98,23.5,101.66,425.5,112,4.44,1,0.225225225225225,0.1519,0.0342117117117117,1,0,0,0,0,0,8,1.8018018018018,1.5798,0.355810810810811,1,0,0,0,0,0,0,0,0,0,0,9,1.7317,2,2.02702702702703,0.390022522522522,3,0,6,0,0,9,10,2.1029,2.25225225225225,0.473626126126126,2244.079449925,0.09,7.87,0.011435832274459974
338,JS,JS.A,A,1,18,JS.A.1.18,Pacific,West Pacific,34.297834,132.91631,22,32.5,0.295,100,1,5.59,1.166146636,35.02161407,159.1545709,1.12,22.78,105.42,323,104,3.45,1,0.289855072463768,0.1519,0.0440289855072464,1,0,0,0,0,0,1,0.289855072463768,0.143,0.0414492753623188,1,0,0,0,0,0,0,0,0,0,0,2,0.2949,2,0.579710144927536,0.0854782608695652,3,0,6,0,0,9,2,0.2949,0.579710144927536,0.0854782608695652,3625.541125102,0.06,11.91,0.005037783375314861
